id_employee,job_title,id_work_year,id_experience_level,id_employment_type,id_emloyee_residence,id_remote_ratio,id_company_location,id_company_size
138,Machine Learning Scientist,5,2,3,1,1,1,2
139,Machine Learning Scientist,5,2,3,1,1,1,2
140,Data Scientist,5,1,3,1,1,1,2
141,Data Scientist,5,1,3,1,1,1,2
142,Research Engineer,5,1,3,1,1,1,2
143,Research Engineer,5,1,3,1,1,1,2
144,Data Engineer,5,4,3,1,1,1,2
145,Data Engineer,5,4,3,1,1,1,2
146,Data Scientist,5,2,3,1,1,1,2
147,Data Scientist,5,2,3,1,1,1,2
148,Data Science Consultant,5,1,3,1,1,1,2
149,Data Science Consultant,5,1,3,1,1,1,2
150,Analytics Engineer,5,2,3,1,1,1,2
151,Analytics Engineer,5,2,3,1,1,1,2
152,Data Scientist,5,2,3,1,3,1,2
153,Data Scientist,5,2,3,1,3,1,2
154,Data Scientist,5,2,3,6,1,6,2
155,Data Scientist,5,2,3,6,1,6,2
156,Machine Learning Engineer,5,1,3,1,1,1,2
157,Machine Learning Engineer,5,1,3,1,1,1,2
158,Data Engineer,5,1,3,1,1,1,2
159,Data Engineer,5,1,3,1,1,1,2
160,Research Scientist,5,1,3,1,1,1,1
161,Research Scientist,5,1,3,1,1,1,1
162,Data Analyst,5,2,3,6,1,6,2
163,Data Analyst,5,2,3,6,1,6,2
164,Data Scientist,5,1,3,1,3,1,2
165,Data Scientist,5,1,3,1,3,1,2
166,Machine Learning Engineer,5,1,3,1,1,1,2
167,Machine Learning Engineer,5,1,3,1,1,1,2
168,Research Engineer,5,2,3,1,1,1,2
169,Research Engineer,5,2,3,1,1,1,2
170,Data Engineer,5,1,3,6,1,6,2
171,Data Engineer,5,1,3,6,1,6,2
172,Data Analyst,5,1,3,1,1,1,2
173,Data Analyst,5,1,3,1,1,1,2
174,Data Science Consultant,5,1,3,1,1,1,2
175,Data Science Consultant,5,1,3,1,1,1,2
176,Data Analyst,5,2,3,1,1,1,2
177,Data Analyst,5,2,3,1,1,1,2
178,Research Scientist,5,2,3,1,1,1,2
179,Research Scientist,5,2,3,1,1,1,2
180,Data Analyst,5,1,3,1,1,1,2
181,Data Analyst,5,1,3,1,1,1,2
182,Research Engineer,5,2,3,1,1,1,2
183,Research Engineer,5,2,3,1,1,1,2
184,Research Scientist,5,1,3,1,1,1,2
185,Research Scientist,5,1,3,1,1,1,2
186,Data Scientist,5,1,3,1,3,1,2
187,Data Scientist,5,1,3,1,3,1,2
188,Business Intelligence Developer,5,2,3,1,1,1,2
189,Business Intelligence Developer,5,2,3,1,1,1,2
190,Data Engineer,5,1,3,1,1,1,2
191,Data Engineer,5,1,3,1,1,1,2
192,Machine Learning Engineer,5,1,3,1,1,1,2
193,Machine Learning Engineer,5,1,3,1,1,1,2
194,Data Engineer,5,2,3,1,1,1,2
195,Data Engineer,5,2,3,1,1,1,2
196,Data Analyst,5,3,3,1,1,1,2
197,Data Analyst,5,3,3,1,1,1,2
198,Business Intelligence Developer,5,2,3,1,1,1,2
199,Business Intelligence Developer,5,2,3,1,1,1,2
200,BI Developer,5,1,3,1,3,1,2
201,BI Developer,5,1,3,1,3,1,2
202,Business Intelligence Analyst,5,1,3,1,1,1,2
203,Business Intelligence Analyst,5,1,3,1,1,1,2
204,Data Developer,5,3,3,1,3,1,2
205,Data Developer,5,3,3,1,3,1,2
206,Data Analyst,5,3,3,1,1,1,2
207,Data Analyst,5,3,3,1,1,1,2
208,AI Architect,5,1,3,1,1,1,2
209,AI Architect,5,1,3,1,1,1,2
210,Data Architect,5,1,3,1,1,1,2
211,Data Architect,5,1,3,1,1,1,2
212,Data Analyst,5,3,3,1,3,1,2
213,Data Analyst,5,3,3,1,3,1,2
214,Data Scientist,5,2,3,1,1,1,2
215,Data Scientist,5,2,3,1,1,1,2
216,Data Analyst,5,2,3,1,3,1,2
217,Data Analyst,5,2,3,1,3,1,2
218,Machine Learning Engineer,5,2,3,1,1,1,2
219,Machine Learning Engineer,5,2,3,1,1,1,2
220,Data Science,5,1,3,1,1,1,2
221,Data Science,5,1,3,1,1,1,2
222,Business Intelligence Analyst,5,1,3,1,1,1,2
223,Business Intelligence Analyst,5,1,3,1,1,1,2
224,Research Engineer,5,2,3,1,1,1,2
225,Research Engineer,5,2,3,1,1,1,2
226,Data Analyst,5,2,3,1,3,1,2
227,Data Analyst,5,2,3,1,3,1,2
228,Data Analyst,5,2,3,1,1,1,2
229,Data Analyst,5,2,3,1,1,1,2
230,Data Analyst,5,1,3,2,1,2,2
231,Data Analyst,5,1,3,2,1,2,2
232,Data Scientist,5,2,3,1,1,1,2
233,Data Scientist,5,2,3,1,1,1,2
234,Data Science Manager,5,2,3,1,3,1,2
235,Data Science Manager,5,2,3,1,3,1,2
236,Data Engineer,5,4,3,1,3,1,2
237,Data Engineer,5,4,3,1,3,1,2
238,Data Analyst,5,3,3,1,3,1,2
239,Data Analyst,5,3,3,1,3,1,2
240,Business Intelligence Developer,5,2,3,1,1,1,2
241,Business Intelligence Developer,5,2,3,1,1,1,2
242,Research Engineer,5,1,3,1,1,1,2
243,Research Engineer,5,1,3,1,1,1,2
244,Machine Learning Engineer,5,1,3,1,1,1,2
245,Machine Learning Engineer,5,1,3,1,1,1,2
246,Machine Learning Engineer,5,1,3,1,1,1,2
247,Machine Learning Engineer,5,1,3,1,1,1,2
248,Data Engineer,5,2,3,1,1,1,2
249,Data Engineer,5,2,3,1,1,1,2
250,Data Scientist,5,1,3,1,1,1,2
251,Data Scientist,5,1,3,1,1,1,2
252,Data Engineer,5,1,3,1,1,1,2
253,Data Engineer,5,1,3,1,1,1,2
254,AI Architect,5,1,3,1,1,1,2
255,AI Architect,5,1,3,1,1,1,2
256,Machine Learning Engineer,5,1,3,1,1,1,2
257,Machine Learning Engineer,5,1,3,1,1,1,2
258,Data Engineer,5,2,3,1,1,1,2
259,Data Engineer,5,2,3,1,1,1,2
260,BI Developer,5,2,3,1,1,1,2
261,BI Developer,5,2,3,1,1,1,2
262,Data Engineer,5,1,3,1,3,1,2
263,Data Engineer,5,1,3,1,3,1,2
264,Machine Learning Engineer,5,1,3,1,1,1,2
265,Machine Learning Engineer,5,1,3,1,1,1,2
266,Machine Learning Engineer,5,1,3,1,1,1,2
267,Machine Learning Engineer,5,1,3,1,1,1,2
268,Data Scientist,5,2,3,1,1,1,2
269,Data Scientist,5,2,3,1,1,1,2
270,Data Scientist,5,1,3,1,1,1,2
271,Data Scientist,5,1,3,1,1,1,2
272,Data Analytics Manager,5,2,3,1,1,1,2
273,Data Analytics Manager,5,2,3,1,1,1,2
274,Machine Learning Engineer,5,1,3,1,1,1,2
275,Machine Learning Engineer,5,1,3,1,1,1,2
276,Data Scientist,5,2,3,1,1,1,2
277,Data Scientist,5,2,3,1,1,1,2
278,Data Engineer,5,2,3,1,3,1,2
279,Data Engineer,5,2,3,1,3,1,2
280,Data Scientist,5,2,3,1,1,1,2
281,Data Scientist,5,2,3,1,1,1,2
282,Data Analyst,5,3,3,1,1,1,2
283,Data Analyst,5,3,3,1,1,1,2
284,Research Analyst,5,1,3,1,1,1,2
285,Research Analyst,5,1,3,1,1,1,2
286,Data Engineer,5,1,3,1,1,1,2
287,Data Engineer,5,1,3,1,1,1,2
288,Data Engineer,5,2,3,1,1,1,2
289,Data Engineer,5,2,3,1,1,1,2
290,Data Scientist,5,1,3,1,1,1,2
291,Data Scientist,5,1,3,1,1,1,2
292,Data Engineer,5,1,3,1,1,1,2
293,Data Engineer,5,1,3,1,1,1,2
294,Data Scientist,5,1,3,1,3,1,2
295,Data Scientist,5,1,3,1,3,1,2
296,Data Engineer,5,1,3,1,3,1,2
297,Data Engineer,5,1,3,1,3,1,2
298,Data Scientist,5,2,3,1,1,1,2
299,Data Scientist,5,2,3,1,1,1,2
300,Data Analyst,5,1,3,1,3,1,2
301,Data Analyst,5,1,3,1,3,1,2
302,Data Engineer,5,2,3,1,1,1,2
303,Data Engineer,5,2,3,1,1,1,2
304,Data Engineer,5,1,3,1,1,1,2
305,Data Engineer,5,1,3,1,1,1,2
306,Data Analyst,5,1,3,1,1,1,2
307,Data Analyst,5,1,3,1,1,1,2
308,Machine Learning Engineer,5,1,3,1,1,1,2
309,Machine Learning Engineer,5,1,3,1,1,1,2
310,Data Scientist,5,2,3,1,3,1,2
311,Data Scientist,5,2,3,1,3,1,2
312,Data Engineer,5,1,3,1,1,1,2
313,Data Engineer,5,1,3,1,1,1,2
314,Data Scientist,5,2,3,2,1,2,2
315,Data Scientist,5,2,3,2,1,2,2
316,AI Engineer,5,1,3,6,3,6,2
317,AI Engineer,5,1,3,6,3,6,2
318,Research Scientist,5,2,3,1,3,1,2
319,Research Scientist,5,2,3,1,3,1,2
320,Data Scientist,5,1,3,1,1,1,2
321,Data Scientist,5,1,3,1,1,1,2
322,Data Science Engineer,5,2,3,1,3,1,2
323,Data Science Engineer,5,2,3,1,3,1,2
324,Business Intelligence Developer,5,1,3,1,1,1,2
325,Business Intelligence Developer,5,1,3,1,1,1,2
326,Data Scientist,5,1,3,1,1,1,2
327,Data Scientist,5,1,3,1,1,1,2
328,Data Scientist,5,2,3,1,1,1,2
329,Data Scientist,5,2,3,1,1,1,2
330,Machine Learning Engineer,5,1,3,1,3,1,2
331,Machine Learning Engineer,5,1,3,1,3,1,2
332,Data Scientist,5,2,3,1,3,1,2
333,Data Scientist,5,2,3,1,3,1,2
334,Data Science,5,1,3,1,1,1,2
335,Data Science,5,1,3,1,1,1,2
336,Data Scientist,5,1,3,1,1,1,2
337,Data Scientist,5,1,3,1,1,1,2
338,Data Scientist,5,1,3,1,1,1,2
339,Data Scientist,5,1,3,1,1,1,2
340,Data Analyst,5,3,3,1,1,1,2
341,Data Analyst,5,3,3,1,1,1,2
342,Data Product Manager,5,1,3,1,1,1,2
343,Data Product Manager,5,1,3,1,1,1,2
344,Data Scientist,5,2,3,1,1,1,2
345,Data Scientist,5,2,3,1,1,1,2
346,Data Engineer,5,1,3,1,1,1,2
347,Data Engineer,5,1,3,1,1,1,2
348,Machine Learning Engineer,5,2,3,1,1,1,2
349,Machine Learning Engineer,5,2,3,1,1,1,2
350,Data Analyst,5,1,3,1,3,1,2
351,Data Analyst,5,1,3,1,3,1,2
352,Data Analyst,5,1,3,1,3,1,2
353,Data Analyst,5,1,3,1,3,1,2
354,Data Analyst,5,3,3,1,1,1,2
355,Data Analyst,5,3,3,1,1,1,2
356,Data Engineer,5,2,3,1,3,1,2
357,Data Engineer,5,2,3,1,3,1,2
358,Data Scientist,5,1,3,1,1,1,2
359,Data Scientist,5,1,3,1,1,1,2
360,Analytics Engineer,5,1,3,1,1,1,2
361,Analytics Engineer,5,1,3,1,1,1,2
362,Data Scientist,5,2,3,1,3,1,2
363,Data Scientist,5,2,3,1,3,1,2
364,Data Engineer,5,1,3,1,1,1,2
365,Data Engineer,5,1,3,1,1,1,2
366,Data Scientist,5,1,3,7,1,7,2
367,Data Scientist,5,1,3,7,1,7,2
368,Data Engineer,5,2,3,1,3,1,2
369,Data Engineer,5,2,3,1,3,1,2
370,Research Scientist,5,1,3,1,1,1,2
371,Research Scientist,5,1,3,1,1,1,2
372,Machine Learning Engineer,5,2,3,8,3,8,2
373,Machine Learning Engineer,5,2,3,8,3,8,2
374,Research Analyst,5,3,3,1,1,1,2
375,Research Analyst,5,3,3,1,1,1,2
376,Data Engineer,5,1,3,1,1,1,2
377,Data Engineer,5,1,3,1,1,1,2
378,Research Analyst,5,3,3,1,3,1,2
379,Research Analyst,5,3,3,1,3,1,2
380,Analytics Engineer,5,1,3,6,1,6,2
381,Analytics Engineer,5,1,3,6,1,6,2
382,Data Analyst,5,3,3,6,3,6,2
383,Data Analyst,5,3,3,6,3,6,2
384,Data Engineer,5,2,3,1,1,1,2
385,Data Engineer,5,2,3,1,1,1,2
386,Data Engineer,5,2,3,6,3,6,2
387,Data Engineer,5,2,3,6,3,6,2
388,Data Engineer,5,1,3,1,3,1,2
389,Data Engineer,5,1,3,1,3,1,2
390,Data Architect,5,1,3,1,1,1,2
391,Data Architect,5,1,3,1,1,1,2
392,Data Analyst,5,3,3,1,1,1,2
393,Data Analyst,5,3,3,1,1,1,2
394,Analytics Engineer,5,1,3,1,3,1,2
395,Analytics Engineer,5,1,3,1,3,1,2
396,Data Analyst,5,1,3,1,3,1,2
397,Data Analyst,5,1,3,1,3,1,2
398,Data Engineer,5,1,3,1,1,1,2
399,Data Engineer,5,1,3,1,1,1,2
400,Data Specialist,5,2,3,1,1,1,2
401,Data Specialist,5,2,3,1,1,1,2
402,Data Analyst,5,1,3,1,3,1,2
403,Data Analyst,5,1,3,1,3,1,2
404,Data Scientist,5,1,3,1,3,1,2
405,Data Scientist,5,1,3,1,3,1,2
406,Data Engineer,5,1,3,1,1,1,2
407,Data Engineer,5,1,3,1,1,1,2
408,Data Modeler,4,1,3,1,1,1,2
409,Data Modeler,4,1,3,1,1,1,2
410,Data Science Manager,4,2,3,1,3,1,2
411,Data Science Manager,4,2,3,1,3,1,2
412,Research Analyst,4,3,3,1,3,1,2
413,Research Analyst,4,3,3,1,3,1,2
414,Data Engineer,4,2,3,1,3,1,2
415,Data Engineer,4,2,3,1,3,1,2
416,Data Analyst,4,2,3,1,1,1,2
417,Data Analyst,4,2,3,1,1,1,2
418,ETL Developer,4,1,3,1,1,1,2
419,ETL Developer,4,1,3,1,1,1,2
420,Machine Learning Engineer,4,2,3,1,1,1,2
421,Machine Learning Engineer,4,2,3,1,1,1,2
422,Data Engineer,4,2,3,1,1,1,2
423,Data Engineer,4,2,3,1,1,1,2
424,Data Analyst,4,2,3,1,1,1,2
425,Data Analyst,4,2,3,1,1,1,2
426,Machine Learning Engineer,4,1,3,1,1,1,2
427,Machine Learning Engineer,4,1,3,1,1,1,2
428,Data Scientist,4,1,3,1,3,1,2
429,Data Scientist,4,1,3,1,3,1,2
430,Data Scientist,4,2,3,3,3,3,1
431,Data Analyst,4,3,3,6,1,6,2
432,Data Analyst,4,3,3,6,1,6,2
433,Data Specialist,4,2,3,1,1,1,2
434,Data Specialist,4,2,3,1,1,1,2
435,Data Analyst,4,1,3,1,1,1,2
436,Data Analyst,4,1,3,1,1,1,2
437,Machine Learning Engineer,4,1,3,1,1,1,2
438,Machine Learning Engineer,4,1,3,1,1,1,2
439,Data Strategist,4,1,3,1,1,1,2
440,Data Strategist,4,1,3,1,1,1,2
441,Machine Learning Engineer,4,2,3,1,1,1,2
442,Machine Learning Engineer,4,2,3,1,1,1,2
443,Data Analyst,4,3,3,1,3,1,2
444,Data Analyst,4,3,3,1,3,1,2
445,Data Engineer,4,1,3,1,3,1,2
446,Data Engineer,4,1,3,1,3,1,2
447,Prompt Engineer,4,1,3,1,1,1,2
448,Prompt Engineer,4,1,3,1,1,1,2
449,Machine Learning Engineer,4,1,3,1,1,1,2
450,Machine Learning Engineer,4,1,3,1,1,1,2
451,Data Scientist,4,3,3,1,1,1,2
452,Data Scientist,4,3,3,1,1,1,2
453,Business Intelligence Developer,4,2,3,6,1,6,2
454,Business Intelligence Developer,4,2,3,6,1,6,2
455,Data Scientist,4,2,3,1,1,1,2
456,Data Scientist,4,2,3,1,1,1,2
457,Research Engineer,4,1,3,1,1,1,2
458,Research Engineer,4,1,3,1,1,1,2
459,Business Intelligence Analyst,4,1,3,1,3,1,2
460,Business Intelligence Analyst,4,1,3,1,3,1,2
461,Data Science Lead,4,1,3,1,1,1,2
462,Data Science Lead,4,1,3,1,1,1,2
463,Research Engineer,4,3,3,9,1,9,2
464,Research Engineer,4,3,3,9,1,9,2
465,ML Engineer,4,1,3,3,1,3,2
466,ML Engineer,4,1,3,3,1,3,2
467,Analytics Engineer,4,2,3,1,1,1,2
468,Analytics Engineer,4,2,3,1,1,1,2
469,BI Developer,4,1,3,6,1,6,2
470,BI Developer,4,1,3,6,1,6,2
471,Data Scientist,4,1,3,1,1,1,2
472,Data Scientist,4,1,3,1,1,1,2
473,Data Scientist,4,1,3,10,1,10,2
474,Data Scientist,4,1,3,10,1,10,2
475,Data Quality Manager,4,2,3,6,1,6,2
476,Data Quality Manager,4,2,3,6,1,6,2
477,Applied Scientist,4,1,3,1,1,1,2
478,Applied Scientist,4,1,3,1,1,1,2
479,Data Scientist,4,1,3,1,1,1,2
480,Data Scientist,4,1,3,1,1,1,2
481,Data Scientist,4,2,3,1,1,1,2
482,Data Scientist,4,2,3,1,1,1,2
483,Data Analyst,4,2,3,1,1,1,2
484,Data Analyst,4,2,3,1,1,1,2
485,Business Intelligence Developer,4,1,3,1,3,1,2
486,Business Intelligence Developer,4,1,3,1,3,1,2
487,Data Analyst,4,3,3,1,1,1,2
488,Data Analyst,4,3,3,1,1,1,2
489,Data Engineer,4,2,3,1,1,1,2
490,Data Engineer,4,2,3,1,1,1,2
491,Data Analyst,4,3,3,1,1,1,2
492,Data Analyst,4,3,3,1,1,1,2
493,Business Intelligence Analyst,4,2,3,1,1,1,2
494,Business Intelligence Analyst,4,2,3,1,1,1,2
495,Data Engineer,4,2,3,2,3,2,2
496,Data Engineer,4,2,3,2,3,2,2
497,Head of Data,4,4,3,6,3,6,2
498,Head of Data,4,4,3,6,3,6,2
499,Machine Learning Engineer,4,1,3,1,1,1,2
500,Machine Learning Engineer,4,1,3,1,1,1,2
501,Data Scientist,4,3,3,1,1,1,2
502,Data Scientist,4,3,3,1,1,1,2
503,Data Scientist,4,1,3,1,1,1,2
504,Data Scientist,4,1,3,1,1,1,2
505,Data Engineer,4,2,3,1,1,1,2
506,Data Engineer,4,2,3,1,1,1,2
507,Research Scientist,4,1,3,1,1,1,1
508,Research Scientist,4,1,3,1,1,1,1
509,Data Analyst,4,2,3,1,1,1,2
510,Data Analyst,4,2,3,1,1,1,2
511,Machine Learning Engineer,4,2,3,1,1,1,2
512,Machine Learning Engineer,4,2,3,1,1,1,2
513,Data Scientist,4,1,3,1,1,1,2
514,Data Scientist,4,1,3,1,1,1,2
515,Data Engineer,4,1,3,1,1,1,2
516,Data Engineer,4,1,3,1,1,1,2
517,Data Analyst,4,1,3,1,3,1,2
518,Data Analyst,4,1,3,1,3,1,2
519,Data Scientist,4,1,3,1,1,1,2
520,Data Scientist,4,1,3,1,1,1,2
521,Data Architect,4,1,3,1,3,1,2
522,Data Architect,4,1,3,1,3,1,2
523,Data Analyst,4,1,3,1,3,1,2
524,Data Analyst,4,1,3,1,3,1,2
525,Data Engineer,4,2,3,1,1,1,2
526,Data Engineer,4,2,3,1,1,1,2
527,Data Engineer,4,1,3,6,3,6,2
528,Data Engineer,4,1,3,6,3,6,2
529,Data Engineer,4,1,3,1,1,1,2
530,Data Engineer,4,1,3,1,1,1,2
531,Data Analyst,4,2,3,1,1,1,2
532,Data Analyst,4,2,3,1,1,1,2
533,Data Science,4,1,3,1,1,1,2
534,Data Science,4,1,3,1,1,1,2
535,Data Science,4,2,3,1,1,1,2
536,Data Science,4,2,3,1,1,1,2
537,Data Analyst,4,1,3,1,3,1,2
538,Data Analyst,4,1,3,1,3,1,2
539,Data Engineer,4,1,3,1,3,1,2
540,Data Engineer,4,1,3,1,3,1,2
541,Business Intelligence Engineer,4,1,3,1,1,1,2
542,Business Intelligence Engineer,4,1,3,1,1,1,2
543,Data Engineer,4,1,3,1,1,1,2
544,Data Engineer,4,1,3,1,1,1,2
545,Data Architect,4,1,3,1,1,1,2
546,Data Architect,4,1,3,1,1,1,2
547,Data Engineer,4,2,3,1,1,1,2
548,Data Engineer,4,2,3,1,1,1,2
549,Data Scientist,4,2,3,1,1,1,2
550,Data Scientist,4,2,3,1,1,1,2
551,Applied Scientist,4,2,3,1,1,1,1
552,Applied Scientist,4,2,3,1,1,1,1
553,Data Scientist,4,2,3,1,3,1,2
554,Data Scientist,4,2,3,1,3,1,2
555,Data Engineer,4,1,3,2,3,2,2
556,Data Engineer,4,1,3,2,3,2,2
557,Data Scientist,4,1,3,1,1,1,2
558,Data Scientist,4,1,3,1,1,1,2
559,Analytics Engineer,4,1,3,1,3,1,2
560,Analytics Engineer,4,1,3,1,3,1,2
561,Data Engineer,4,1,3,1,1,1,2
562,Data Engineer,4,1,3,1,1,1,2
563,Data Science Consultant,4,1,3,1,1,1,2
564,Data Science Consultant,4,1,3,1,1,1,2
565,Applied Scientist,4,2,3,1,1,1,1
566,Applied Scientist,4,2,3,1,1,1,1
567,Data Engineer,4,2,3,1,1,1,2
568,Data Engineer,4,2,3,1,1,1,2
569,Machine Learning Engineer,4,1,3,2,1,2,2
570,Machine Learning Engineer,4,1,3,2,1,2,2
571,Data Analyst,4,1,3,1,1,1,2
572,Data Analyst,4,1,3,1,1,1,2
573,Machine Learning Engineer,4,1,3,1,1,1,2
574,Machine Learning Engineer,4,1,3,1,1,1,2
575,Data Engineer,4,2,3,1,1,1,2
576,Data Engineer,4,2,3,1,1,1,2
577,Data Modeler,4,2,3,1,1,1,2
578,Data Modeler,4,2,3,1,1,1,2
579,Research Scientist,4,1,3,1,1,1,2
580,Research Scientist,4,1,3,1,1,1,2
581,Data Modeler,4,1,3,1,3,1,2
582,Data Modeler,4,1,3,1,3,1,2
583,Data Scientist,4,2,3,1,1,1,2
584,Data Scientist,4,2,3,1,1,1,2
585,Data Scientist,4,2,3,1,1,1,2
586,Data Scientist,4,2,3,1,1,1,2
